Modo de trabalho,Tecnologias,Descrição,Localização,Data de publicação,Empresa,Tipo de contrato,Link,Categoria,Título,Seniority
Remoto,"Angular, Java, JavaScript, Machine Learning, Spring, TypeScript","A Integer é uma empresa de consultoria portuguesa especializada em Tecnologia e Sistemas de Informação. O nosso core business são os serviços de outsourcing em TI, desenvolvimento de software, projetos de nearshore e soluções à medida. Somos parceiros dos principais players tecnológicos a nível mundial e colaboramos com empresas nacionais e multinacionais de vários setores de atividade. A maioria dos projetos em que participamos localiza-se em Portugal, Brasil e em diversos países da Europa. O que nos distingue é a experiência da nossa equipa e o nosso talento tecnológico. Está à procura de novas oportunidades na área de TI? Temos novidades para si! Este pode ser o desafio ideal se tiver: +7 anos de experiência em Java (11+) e Spring Boot. Experiência sólida em Angular (10+), JavaScript/Ty...",N/A,25 de Setembro de 2025,Integer Consulting,Contrato sem termo,https://www.itjobs.pt/oferta/504896/fullstack-developer-java-angular,Frontend,FullStack Developer - Java/Angular,Senior
Presencial,"JavaScript, Node.js, TypeScript","Seeking a Node.JS Developer: Rhino, are you there? At WE ARE META, we focus on finding the perfect match between our Rhinos and our clients. Why join us? Expand your network: As a consultant at We Are META, you’ll have access to a network of national and international partners across diverse sectors of the tech industry. Enjoy our perks: When you join the crash you’ll have an array of benefits , to help you achieve the best work-life balance. Get your perfect match: Our recruiters do their best to get the best position for you, whether in terms of working policy (remote, hybrid, on-site) or the company’s culture . Personalized support: With our career coach , we assure that all your needs are being met and you’re being provided everything you need to excel in your professional life because...",Braga,25 de Setembro de 2025,We Are Meta,"Contrato a termo, Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/504637/node-js-developer,Infrastructure,Node.JS Developer,C-Level
Presencial,"Git, Machine Learning","A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro dos seus interesses, motivações e expectativas. Neste projeto vais integrar a equipa responsável pela transição digital da Saúde em Portugal, de forma a tornar o serviço mais ágil e eficiente. Esta revolução passa por modernizar a Rede de Dados da Saúde, melhorar os Sistemas de Informação disponibilizados ao Cidadão e Profissionais de Saúde e Integrar toda a informação da área. Se queres fazer a diferença numa área tão importante e usando tecnologia de ponta este é o teu próximo projeto! Procuramos um(a) Senior Consultant - Business Intelligence para este projeto na área da saúd...",Lisboa,25 de Setembro de 2025,Dellent,Full-time,https://www.itjobs.pt/oferta/504000/senior-consultant-business-intelligence,Data Science,Senior Consultant - Business Intelligence,Senior
Presencial,Machine Learning,"Estamos à procura de um Analista Funcional Junior para se juntar à nossa equipa em Lisboa , pronto para embarcar numa nova e emocionante oportunidade! Sobre a KWAN Ligamos profissionais de IT a projetos que correspondem às suas competências, experiência e objetivos de carreira. Além disso, oferecemos um programa de progressão de carreira, conduzido pelos nossos especialistas internos – os People Experience Partners – para te acompanhar na tua jornada connosco. Qual será o teu desafio Desenhar soluções que satisfaçam as necessidades pretendidas (requisitos) e que cumpram com:  As regras de negócio da organização e do negócio, as regras de arquitetura funcional existentes na organização e as melhores práticas da metodologia de análise funcional (processos, fluxos, diagramas sequências, desen...",Lisboa,25 de Setembro de 2025,KWAN,N/A,https://www.itjobs.pt/oferta/505041/analista-funcional-junior,Data Science,Analista Funcional Junior,Senior
Remoto,"Machine Learning, R, TypeScript","Com mais de 8 anos de existência a nível nacional, contamos com mais de 200 colaboradores com o nosso ADN e posicionamo-nos no mercado com 3 ofertas de serviço: Strategy (Outsourcing, Team as a Service, Tech Academies); R&D (Estágios, POC, Laboratório Tecnológico); Nearshore. Na ADENTIS centramo-nos nas PESSOAS e é este o nosso salário emocional: Equilíbrio entre a vida profissional e pessoal; Flexibilidade na rotina organizacional; Benefícios de saúde para colaboradores e familiares; Eventos Team Building; Protocolo com mais de 300 parceiros; Formação contínua através de um centro profissional de formação e certificação; Acompanhamento e feedback contínuo através de um plano personalizado; Progressão de carreira através de avaliações objetivas e diretas. IMPORTANTE: Exige-se fluência em p...",Lisboa,25 de Setembro de 2025,Adentis,Contrato sem termo,https://www.itjobs.pt/oferta/505050/data-engineer,Mobile,Data Engineer,N/A
Remoto,".NET, Python, TypeScript","Who are we: We are talent specialists, attracting the best people and combining them with the needs of the most ambitious projects, at the right time. Our success comes from our investments in innovation, our focus on results, and, above all, the guarantee that our people will have happy and rewarding careers. With over 25 years of solid experience, Neotalent Conclusion has established its presence in key locations, including Lisbon, Porto, and Madrid. The company currently has more than 950 professionals in the different areas in which it operates. Neotalent, the responsive people. Find out more about us at <endereço ocultado> . Role Overview: We are looking for a NET Developer to join the European market leader in consumer protection area You will integrate an international project, but ...",Lisboa,25 de Setembro de 2025,Neotalent Conclusion,Contrato sem termo,https://www.itjobs.pt/oferta/505042/net-developer,Software Development,.NET Developer,Senior
Presencial,Machine Learning,"Estamos a recrutar para um dos nossos clientes, com escritórios em Lisboa. Requisitos: - Experiência mínima de 1 ano - Capacidade de comunicar de forma clara e eficaz com clientes e equipas internas - Capacidade de gerir expectativas e lidar com situações desafiadoras de forma construtiva - Conhecimento de técnicas de análise funcional que incluem a entrevista, identificação de atores, métodos, uml, interfaces e sistemas - Conhecimentos de desenho de processos (BPMN) e modelação de dados ao nível lógico e conceptual - Domino de ferramentas Microsoft (Outlook, Word, Excel, Access, Power Point) e Power Designer Se tens interesse, envia o teu CV para <endereço ocultado> web:89.155.121.151:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.0.0...",Lisboa,25 de Setembro de 2025,HCCM Consulting,Contrato sem termo,https://www.itjobs.pt/oferta/505017/analista-funcional,Frontend,Analista Funcional,Junior
Remoto,TypeScript,"Integer Consulting is a Portuguese IT consulting company. We specialize in IT outsourcing services, software, nearshore projects and custom development. We are partners of the world's leading technology players and work with national and multinational companies from a wide range of industries. Most of the projects in which we participate are in Portugal, Brazil and throughout Europe. What sets us apart is the technological talent and experience of the people who make up our team and are part of our projects. Are you looking for new opportunities in IT? We have news for you! This could be the perfect challenge if you have: - Higher education in Computer Science, Software Engineering, Information Systems or related areas; - At least 5 years' experience as PMO, Project Manager, or Service Man...",Lisboa,25 de Setembro de 2025,Integer Consulting,Contrato sem termo,https://www.itjobs.pt/oferta/504826/pmo-project-manager,Product Management,PMO/Project Manager,Manager
Presencial,TypeScript,"Seeking a Enterprise Architect: Rhino, are you there? At WE ARE META, we focus on finding the perfect match between our Rhinos and our clients. Why join us? Expand your network: As a consultant at We Are META, you’ll have access to a network of national and international partners across diverse sectors of the tech industry. Enjoy our perks: When you join the crash you’ll have an array of benefits , to help you achieve the best work-life balance. Get your perfect match: Our recruiters do their best to get the best position for you, whether in terms of working policy (remote, hybrid, on-site) or the company’s culture . Personalized support: With our career coach , we assure that all your needs are being met and you’re being provided everything you need to excel in your professional life beca...",Lisboa,25 de Setembro de 2025,We Are Meta,"Contrato a termo, Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/504639/enterprise-architect,Infrastructure,Enterprise Architect,C-Level
Presencial,".NET, Angular, JavaScript, TypeScript","Dellent is a consulting company focused in System Information and Telecommunications. Our goal is to help our candidates and consultants to take a step forward in their careers through projects that meet their needs and expectations. This project is part of the business investment banking and financial services area, and currently has its technological hub in Porto and is working on the development of innovative solutions and support for all operations related to the business. We are looking for a Senior Fullstack .NET/Angular to work in this project in Porto (Hybrid). Requirements: - Bachelor's degree in Computer Science or a related field; -More than 9 years of professional experience developing with .NET; -Solid experience in .NET and .NET Core; -Experience in Javascript frameworks (pro...",Porto,25 de Setembro de 2025,Dellent,Full-time,https://www.itjobs.pt/oferta/504011/senior-fullstack-net-angular,Frontend,Senior Fullstack .NET/Angular,Senior
Presencial,"Java, SQL, TypeScript","Dellent is a consulting company focused in System Information and Telecommunications. Our goal is to help our candidates and consultants to take a step forward in their careers through projects that meet their needs and expectations. This project is part of the business investment banking and financial services area, and currently has its technological hub in Porto and is working on the development of innovative solutions and support for all operations related to the business. We are looking for a Java Developer to work in this project in Porto (Hybrid) . What are we looking for? -Higher education in Engineering, Information Technologies or Mathematics; -More than 9 years of professional experience; -Minimum of 6+ years of working as Developer using Java (version 1.8x); -Knowledge of SQL; ...",Porto,25 de Setembro de 2025,Dellent,Full-time,https://www.itjobs.pt/oferta/504012/java-developer,Business Analysis,Java Developer,N/A
Presencial,"AWS, Python, Scala, TypeScript","About YellowIpe Our mission is to inspire the connection between technology and people, we foster the best of our professionals through our expertise in finding and attracting the best talent for the best projects. The Focus on People, Collaboration and Commitment are the pillars that guide us in this trajectory. Join the yellow team as our new Senior Data & Solution Architect! Requirements: Expertise in AWS: Extensive experience with AWS services, including Lambda, Glue, Step Functions, CloudFormation, and CloudWatch. Strong Solution Architecture Knowledge: Ability to design scalable and efficient data solutions on AWS, adhering to best practices for cloud architecture and infrastructure. Proficiency in Python and Databases: Strong programming skills in Python and experience with relation...",N/A,24 de Setembro de 2025,YellowIpe,N/A,https://www.itjobs.pt/oferta/505034/senior-data-solution-architect,Infrastructure,Senior Data & Solution Architect,C-Level
Presencial,"Git, Machine Learning, TypeScript","Estamos a recrutar um Salesforce Developer para uma empresa de retalho automóvel, referência do mercado português e em forte expansão. Este/a profissional será responsável por administrar e desenvolver soluções em Salesforce, contribuindo para o desenvolvimento das operações comerciais, de marketing e after-sales do grupo. Sobre o nosso cliente Integrará uma equipa de Transformação Digital reconhecida pela sua agilidade e soluções inovadoras. Principais responsabilidades Administrar e configurar a plataforma Salesforce, incluindo layouts, validações, flows e automatismos; Desenvolver e implementar soluções personalizadas na plataforma Salesforce; Garantir a integridade e segurança dos dados na plataforma Salesforce; Colaborar com equipas internas para identificar e implementar melhorias no...",Porto,24 de Setembro de 2025,Michael Page Portugal,Contrato sem termo,https://www.itjobs.pt/oferta/505031/salesforce-developer,Data Science,Salesforce Developer,Junior
Remoto,"DevOps, Kubernetes, Machine Learning, R, TypeScript","Com mais de 7 anos de existência a nível nacional, contamos com mais de 200 colaboradores com o nosso ADN e posicionamo-nos no mercado com 3 ofertas de serviço: Strategy (Outsourcing, NeXel, Team as a Service, Tech Academies); R&D (Estágios, POC, Laboratório Tecnológico); Nearshore. Na ADENTIS centramo-nos nas PESSOAS e é este o nosso salário emocional: Equilíbrio entre a vida profissional e pessoal; Flexibilidade na rotina organizacional; Benefícios de saúde para colaboradores e familiares; Eventos Team Building; Protocolo com mais de 300 parceiros; Formação contínua através de um centro profissional de formação e certificação; Acompanhamento e feedback contínuo através de um plano personalizado; Progressão de carreira através de avaliações objetivas e diretas. O que procuramos: Licenciat...",N/A,24 de Setembro de 2025,Adentis,Contrato sem termo,https://www.itjobs.pt/oferta/505029/devops-engineer-kubernetes-specialist,Mobile,DevOps Engineer (Kubernetes Specialist),Senior
Remoto,"Git, Machine Learning, Scala, TypeScript","Full time position / Lisbon, PT / Hybrid / Remote Position Overview Satcom is looking for a Frontend developer to integrate our team by providing support for developing a flexible management platform to help companies embrace digitalization and manage more efficiently all their resources, such as team, fleet, articles, and others. As a Frontend developer you will have the following responsibilities: To develop web application features that can enhance the user experience. To strategize design choices according to user experience. To develop reusable and modular elements. To collaborate with the team to improve the code quality with pair programming and reviewing the merge request of your collaborators To optimize web applications for best performance and scalability. To fix bugs reported a...",Lisboa,24 de Setembro de 2025,LOXY (Satcom Europe),Full-time,https://www.itjobs.pt/oferta/505025/frontend-developer,Frontend,Frontend Developer,N/A
Presencial,"Git, Machine Learning, TypeScript","We are looking for a Cyber Security Engineer, to integrate the team of our client - a company in the energy sector. This professional can be based in Lisbon or Oporto. What will be your main tasks and responsibilities? * Define Security Controls, implementing technical security measures aligned with architectural guidelines and internal policies, ensuring security by design principles are applied across all projects and operations; * Assess technical risks and propose effective protection measures for systems, networks, and data to mitigate vulnerabilities; * Support the development and documentation of reference security architectures, action plans, and technical security requirements for new projects, while considering evolving threats and digital transformation trends; * Participate in ...",Lisboa,24 de Setembro de 2025,QiBit Portugal,Contrato sem termo,https://www.itjobs.pt/oferta/505024/cyber-security-engineer,Data Science,Cyber Security Engineer,C-Level
Presencial,"AWS, Azure, DevOps, Elasticsearch, Google Cloud, Jenkins, Kubernetes, Machine Learning, Terraform, TypeScript","We're recruiting for one of our clients in Lisbon. Requirements: Bachelor's degree in Computer Engineering or similar; Proficient experience in a public cloud (AWS preferred but Azure or GCP accepted) Recent experience in DevOps projects in the following technologies: Use of Terraform or similar Use of a CI/CD tool (Azure DevOps, Jenkins, FluxCD, ArgoCD or others) Experience with Kubernetes and containerization in general Responsibilities: Plan and execute Kubernetes upgrades with an agreed cadence with the client team Support for all 3 clouds (AWS, Azure, GCP) Assess supportability for future K8S version upgrades o Work on ICR approval and execution Assess, find, and prototype means to reduce the overhead of the Kubernetes upgrade process Expedite 0 downtime upgrades for elasticsearch nod...",Lisboa,24 de Setembro de 2025,HCCM Consulting,Contrato sem termo,https://www.itjobs.pt/oferta/505009/devops-engineer,Data Science,DevOps Engineer,N/A
Remoto,"Java, Machine Learning, TypeScript","A Integer Consulting é uma empresa portuguesa de consultoria em tecnologias de informação. Somos especialistas em serviços de IT outsourcing, software, projetos de nearshore e desenvolvimento à medida. Somos parceiros dos principais players tecnológicos a nível mundial e trabalhamos com empresas nacionais e multinacionais de diversos setores de atividade. A maioria dos projetos em que participamos são em Portugal, no Brasil e um pouco por toda a Europa. O que nos diferencia é o talento tecnológico e a experiência das pessoas que fazem parte da equipa e que integram os nossos projetos. Estás à procura de novas oportunidades na área de IT? Temos novidades para ti! Este pode ser o desafio perfeito, se tiveres: Formação superior em Ciência da Computação, Engenharia de Software, Sistemas de Inf...",N/A,24 de Setembro de 2025,Integer Consulting,Contrato sem termo,https://www.itjobs.pt/oferta/504839/java-developer,Data Science,Java Developer,Senior
Presencial,TypeScript,"Seeking a Web Developer: Rhino, are you there? At WE ARE META, we focus on finding the perfect match between our Rhinos and our clients. Why join us? Expand your network: As a consultant at We Are META, you’ll have access to a network of national and international partners across diverse sectors of the tech industry. Enjoy our perks: When you join the crash you’ll have an array of benefits , to help you achieve the best work-life balance. Get your perfect match: Our recruiters do their best to get the best position for you, whether in terms of working policy (remote, hybrid, on-site) or the company’s culture . Personalized support: With our career coach , we assure that all your needs are being met and you’re being provided everything you need to excel in your professional life because the...",Lisboa,24 de Setembro de 2025,We Are Meta,"Contrato a termo, Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/504633/web-developer,Infrastructure,Web Developer,C-Level
Presencial,Machine Learning,"A Dellent é uma empresa de consultoria especializada em Sistemas de Informação e Telecomunicações. O nosso objetivo é conseguirmos ajudar os nossos consultores e candidatos a integrarem projetos que vão ao encontro dos seus interesses, motivações e expectativas. Sempre gostaste do mundo das telecomunicações? Então vais gostar deste projeto, pois aqui terás a possibilidade de inovar nas áreas da TV, internet e voz. Farás ainda parte de uma equipa cujos projetos terão grande exposição a nível nacional. Procuramos um(a) consultor de Service Desk/Desktop Management para um projeto em Mozelos (Distrito de Aveiro). Quem procuramos: -Formação Académica Superior em Engenharia Informática ou experiência equivalente; -Experiência na Resolução de Incidentes e pedidos de forma presencial ou remota; -E...",Aveiro,24 de Setembro de 2025,Dellent,Full-time,https://www.itjobs.pt/oferta/504046/service-desk-desktop-management,Data Science,Service Desk/Desktop Management,Junior
Presencial,"DevOps, TypeScript","About YellowIpe Our mission is to inspire the connection between technology and people, we foster the best of our professionals through our expertise in finding and attracting the best talent for the best projects. The Focus on People, Collaboration and Commitment are the pillars that guide us in this trajectory. Join the yellow team as our new Mid Security Engineer! Responsibilities: Act as the senior engineer in identifying, prioritizing, and remediating security issues using tools like Prisma Cloud and Snyk; Work closely with Security, Software Engineering, and DevOps teams to implement secure coding practices, remediate vulnerabilities and misconfigurations, and enhance overall security posture; Proactively monitor, analyze, and respond to security alerts and incidents to ensure timely...",N/A,24 de Setembro de 2025,YellowIpe,N/A,https://www.itjobs.pt/oferta/505033/mid-security-engineer,DevOps,MID Security Engineer,C-Level
Presencial,"Data Science, Machine Learning, Python, Scala","A área de Data Science dedica-se à análise e modelação de dados resolvendo problemas diversos e multidisciplinares com auxílio de conhecimentos de diversas áreas (matemática, engenharia de software e o conhecimento de algoritmos de machine learning). O nosso foco está na implementação de soluções com impacto e que gerem valor. Com isso em mente, existe um grande foco nas nossas metodologias de desenvolvimento e abordagem aos problemas. Python é a principal linguagem de programação sendo sempre que necessário aplicada de forma distribuída permitindo a implementação de soluções em escala. Quais as principais responsabilidades? Enquanto Data Scientist , terás a oportunidade de resolver problemas do mundo real em algumas das principais indústrias (Educação, Ciência, Banca, Telecomunicações e D...",Lisboa,24 de Setembro de 2025,Xpand IT,Full-time,https://www.itjobs.pt/oferta/505027/data-scientist-e-machine-learning-engineer,Data Science,Data Scientist e Machine Learning Engineer,C-Level
Presencial,"C++, Machine Learning, Rust, TypeScript","We are looking for a Embedded Software Engineer - C++/Rust, to integrate directly the team of our client - a reference company in the IT sector. What will be your main tasks and responsibilities? Ensuring that good engineering practices are applied in daily work; Develop products, embedded software architectures or automation pipelines, creating high-quality solutions while adapting to customer requirements; Pay attention to a clean structure, good performance and sensible test coverage; Directly communicating with customers; Propose technical innovations, methods and principles that could be implemented on a project; Support other colleagues and participate in the onboarding process for new teammates. What is required from you? Academic background in Computer Engineering, Science or simil...",Porto,24 de Setembro de 2025,QiBit Portugal,Contrato sem termo,https://www.itjobs.pt/oferta/505023/embedded-software-engineer-c-rust,Data Science,Embedded Software Engineer - C++/Rust,C-Level
Remoto,"Rust, SQL","Software Engineer - PL/SQL Developer Dive into Development: Join as a PL/SQL Enthusiast! There's no secret to become number-one, it takes willingness to improve and determination to pursue it. At GRiT®, it’s all about the journey getting there. We trust talent and intelligence are important, yet passion and perseverance are key to achieving any goal. We are Tech Passionate People with a Purpose, delivering solutions while building strong long-term relations. Recognizing each person’s unique contribution to our collective success, we embrace inclusion and diversity, committed to creating a respectful and socially responsible environment. People. Technology. Innovation. All-around it. Are you GRiTTY enough to be part of our journey? Take the first step by applying now and let’s create our fu...",Lisboa,24 de Setembro de 2025,GRiT Solutions,Full-time,https://www.itjobs.pt/oferta/505015/software-engineer-pl-sql-developer,UX/UI Design,Software Engineer - PL/SQL Developer,N/A
Presencial,"Azure, Machine Learning, Python, SQL","Estamos a recrutar para um dos nossos clientes, com escritórios em Lisboa. Requisitos: Mínimo 2 anos de experiência Experiência com Azure tools e serviços: Data Factory, Synapse Analytics, Databricks, Azure SQL e Fabric Conhecimento comprovado de SQL, Python e Spark (Databricks/Fabric) Inglês fluente Se tens interesse, envia o teu CV para <endereço ocultado> web:89.155.121.151:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/141.0.0.0 Safari/537.36:2025-10-19 22:14:25",Lisboa,24 de Setembro de 2025,HCCM Consulting,Contrato sem termo,https://www.itjobs.pt/oferta/505011/data-engineer,Frontend,Data Engineer,C-Level
Remoto,"Machine Learning, R, TypeScript","Com mais de 9 anos de existência a nível nacional, contamos com mais de 200 colaboradores com o nosso ADN e posicionamo-nos no mercado com 3 ofertas de serviço: Strategy (Outsourcing, Team as a Service, Tech Academies); R&D (Estágios, POC, Laboratório Tecnológico); Nearshore. Na ADENTIS centramo-nos nas PESSOAS e é este o nosso salário emocional: Equilíbrio entre a vida profissional e pessoal; Flexibilidade na rotina organizacional; Benefícios de saúde para colaboradores e familiares; Eventos Team Building; Protocolo com mais de 300 parceiros; Formação contínua através de um centro profissional de formação e certificação; Acompanhamento e feedback contínuo através de um plano personalizado; Progressão de carreira através de avaliações objetivas e diretas. O que procuramos: Licenciatura em ...",Lisboa,24 de Setembro de 2025,Adentis,Contrato sem termo,https://www.itjobs.pt/oferta/504993/salesforce-sales-cloud-consultant,Mobile,Salesforce Sales Cloud Consultant,N/A
Presencial,"Agile, MongoDB, PostgreSQL, Python, SQL, Scala, TypeScript","We are looking for a Python Developer a hybrid/remote project based in Lisbon. Requirements : -Minimum of 4 years of experience in Python development, with knowledge of frameworks. -Experience in technical consulting, with the ability to work directly with clients and translate business requirements into technical solutions. -Expertise in designing and implementing scalable and efficient software architecture. -Knowledge of relational and non-relational databases (PostgreSQL, MongoDB, etc.). -Ability to communicate complex technical concepts clearly, both to technical teams and non-technical stakeholders. -Experience with agile methodologies (Scrum, Kanban). -Fluency in English (both spoken and written). INTEGER exists because we believe in people, talent, and technology. Our mission is to...",Lisboa,24 de Setembro de 2025,Integer Consulting,N/A,https://www.itjobs.pt/oferta/504841/python-developer,Business Analysis,Python Developer,Lead
Presencial,"PHP, TypeScript","Seeking a Senior PHP Symfony Developer: Rhino, are you there? At WE ARE META, we focus on finding the perfect match between our Rhinos and our clients. Why join us? Expand your network: As a consultant at We Are META, you’ll have access to a network of national and international partners across diverse sectors of the tech industry. Enjoy our perks: When you join the crash you’ll have an array of benefits , to help you achieve the best work-life balance. Get your perfect match: Our recruiters do their best to get the best position for you, whether in terms of working policy (remote, hybrid, on-site) or the company’s culture . Personalized support: With our career coach , we assure that all your needs are being met and you’re being provided everything you need to excel in your professional l...",Coimbra,24 de Setembro de 2025,We Are Meta,"Contrato a termo, Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/504631/senior-php-symfony-developer,Infrastructure,Senior PHP Symfony Developer,C-Level
Presencial,TypeScript,"Seeking a Mid Business Analyst: Rhino, are you there? At WE ARE META, we focus on finding the perfect match between our Rhinos and our clients. Why join us? Expand your network: As a consultant at We Are META, you’ll have access to a network of national and international partners across diverse sectors of the tech industry. Enjoy our perks: When you join the crash you’ll have an array of benefits , to help you achieve the best work-life balance. Get your perfect match: Our recruiters do their best to get the best position for you, whether in terms of working policy (remote, hybrid, on-site) or the company’s culture . Personalized support: With our career coach , we assure that all your needs are being met and you’re being provided everything you need to excel in your professional life beca...",Porto,24 de Setembro de 2025,We Are Meta,"Contrato a termo, Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/504627/mid-business-analyst,Infrastructure,Mid Business Analyst,C-Level
Presencial,"Java, TypeScript","Dellent is a consulting company focused in System Information and Telecommunications. Our goal is to help our candidates and consultants to take a step forward in their careers through projects that meet their needs and expectations. This project is part of the business investment banking and financial services area, and currently has its technological hub in Porto and is working on the development of innovative solutions and support for all operations related to the business. We are looking for a Java Developer to work in this project in Porto (Hybrid) . What are we looking for? -Higher education in Engineering, Information Technologies or Mathematics; -Between 6 and 9 years of professional experience; -Minimum of 6+ years of working as Developer using Java (version 1.8x); -Knowledge of S...",Porto,24 de Setembro de 2025,Dellent,Full-time,https://www.itjobs.pt/oferta/504047/java-developer,Business Analysis,Java Developer,N/A
Presencial,".NET, API REST, Git, TypeScript","Dellent is a consulting company focused in System Information and Telecommunications. Our goal is to help our candidates and consultants to take a step forward in their careers through projects that meet their needs and expectations. If you enjoy the thrill of the challenges that Digital Transformation and Energy Transition bring to companies, this project may be interesting to you. Here you will be able to work with the development of personalized services and end-to-end solutions. We are looking for a .NET Developer for a long term role in this project in Lisbon (hybrid). Requirements: - > 3 years of participation in custom development projects  is mandatory; - Previous experience with .NET Core Frameworks; - Experience in IoC - Dependency Injection; - Experience in Rest Api Implementati...",Lisboa,24 de Setembro de 2025,Dellent,Full-time,https://www.itjobs.pt/oferta/504048/net-developer,Backend,.NET Developer,N/A
Presencial,"Machine Learning, TypeScript","We are looking for a Lead Software Architect and People Lead, to integrate directly the team of our client - a reference company in the IT sector. What will be your main tasks and responsibilities? Design and develop purpose-built business applications for international clients, overseeing the entire software development lifecycle from concept to production; Lead and manage technical teams from project kickoff to rollout, collaborating with project management to ensure successful delivery; Inspire, support, and act as the first point of contact for team members in the Software Excellence practice in Portugal, fostering a collaborative and high-performing culture; Leverage AI technologies to enhance software development practices and deliver high-quality, innovative solutions. What is requi...",Porto,24 de Setembro de 2025,QiBit Portugal,Contrato sem termo,https://www.itjobs.pt/oferta/505022/lead-software-architect-and-people-lead,Data Science,Lead Software Architect and People Lead,C-Level
Presencial,"Machine Learning, TypeScript","ABOUT YONDERLAND We are convinced that outside is exciting, relaxing and inspiring. It’s versatile, for some it is a place to relax, for others it is the ultimate challenge. A place to enjoy and where big and small moments come together. It’s a place to be discovered or to be recognized. But the outdoors can also be treacherous and unpredictable. Weather and terrain can surprise you. Our mission is to enable all people to spend inspiring and epic moments outside. Yonderland is a European group of premium brands and retail concepts focused on outdoor. Including A.S.Adventure, JuMu, Bever, Cotswold, Snow+Rock, Runnersneed and Ayacucho. Yonderland runs over 190 shops in Belgium, Luxembourg, France, Great-Britain and The Netherlands and resides in Belgium. <endereço ocultado> ABOUT THE JOB OPE...",Porto,24 de Setembro de 2025,Yonderland,Contrato sem termo,https://www.itjobs.pt/oferta/505020/senior-quality-assurance-engineer,QA,Senior Quality Assurance Engineer,Senior
Presencial,"Java, Machine Learning, Python, TypeScript","WE DEVELOP PEOPLE WHO DEVELOP TECHNOLOGY And we want to develop you! At Growin people always come first. Why? Because we believe happy, talented people are the ones who can change the world: one code line at a time. We have several projects waiting for you all over Portugal - both hybrid and full remote - where you can grow professionally and take your career to the next level. Are you a savvy Linux Sys Admin seeking a new challenge in a dynamic team of infrastructure experts? We want to know more about you! Tell us about your: experience in supporting Linux systems and applications knowledge in RedHat and CentOs 7 knowledge in Java knowledge in database ability to communicate in English We’ve got your back At Growin, we encourage our people to be the best versions of themselves. And we do...","Lisboa, Porto, Braga, Aveiro",24 de Setembro de 2025,Growin - Know to grow,Contrato sem termo,https://www.itjobs.pt/oferta/505019/system-administrator-linux,Data Science,System Administrator Linux,Senior
Presencial,Rust,"Senior Functional Analyst Strategic Business Analyst: Senior Expertise in Functional Design! There's no secret to become number-one, it takes willingness to improve and determination to pursue it. At GRiT®, it’s all about the journey getting there. We trust talent and intelligence are important, yet passion and perseverance are key to achieving any goal. We are Tech Passionate People with a Purpose, delivering solutions while building strong long-term relations. Recognizing each person’s unique contribution to our collective success, we embrace inclusion and diversity, committed to creating a respectful and socially responsible environment. People. Technology. Innovation. All-around it. Are you GRiTTY enough to be part of our journey? Take the first step by applying now and let’s create ou...",Lisboa,24 de Setembro de 2025,GRiT Solutions,N/A,https://www.itjobs.pt/oferta/505013/senior-functional-analyst,Business Analysis,Senior Functional Analyst,Senior
Presencial,".NET, C#, JavaScript, Machine Learning, SQL, SQL Server, TypeScript","A EventKey , é uma das principais empresas no software para a gestão de eventos nacionais e internacionais, ja bem consolidada no mercado. Estamos a procurar programador/a C# sénior para reforçar a equipa. Funções: Desenvolver e evoluir aplicações web com C#, ASP.NET, ASP.NET Core e SQL Server; Aplicar boas práticas de arquitetura e software design para evolução sólida das aplicações. Requisitos: Experiência profissional ≥ 2 anos em funções similares; Conhecimentos muito sólidos em C# e SQL Server; Valorizado conhecimento em HTML, CSS3, JavaScript e TypeScript; Capacidade de análise, rigor e responsabilidade; Bom relacionamento interpessoal. Oferecemos: Integração em equipa experiente; Acompanhamento contínuo e projetos motivadores; Evolução de carreira em ambiente tecnologicamente avançad...",Porto,24 de Setembro de 2025,EventKey,Full-time,https://www.itjobs.pt/oferta/505006/c-senior-sql-server-backend-web,Frontend,C# Senior - Sql Server - BackEnd + Web,Senior
